Sno,CusID,Date,Dairy Product Consumed,Category,Buying Frequency,Online Buying Preference,Expected Delivery Time,Preferred Time Slot,Discount Expectations,Preferred Billing Type,Buying Farm Fresh Fruits Online
2085,C7,6/22/2004,Highland Vanilla Flavoured Milk,ColdVannilaMilk,Once Every 2-3 days,5,12,6 AM to 12 Noon,Yes,Prepaid,Yes
2086,C9,6/26/2004,Elephant House Vanilla Ice Cream,Ice Cream,Once Every 2-3 days,4,12,6 PM to 11 PM,Yes,"Postpaid, Instant",Maybe
2087,C1,6/27/2004,Ambewela Chocolate Flavoured Milk,HotChocolateMilk,Once Every 2-3 days,3,24,6 AM to 12 Noon,Yes,Instant,Yes
2088,C1,6/27/2004,Ambewela Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,10,6,6 AM to 12 Noon,Maybe,Instant,Yes
2089,C1,6/29/2004,Anchor Strawberry Yoghurt,Yoghurt,Once Every 2-3 days,9,6,6 AM to 12 Noon,Yes,"Postpaid, Instant",Yes
2090,C7,6/30/2004,Pelawatte Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,4,6,6 AM to 12 Noon,Yes,Prepaid,Yes
2091,C3,7/1/2004,Anchor Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,1,6,Anytime would do,Yes,Instant,Maybe
2092,C2,7/1/2004,Elephant House Vanilla Ice Cream,Ice Cream,Once a day,2,6,6 AM to 12 Noon,Yes,Instant,Yes
2093,C2,7/2/2004,Ambewela Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,9,12,6 PM to 11 PM,Yes,"Postpaid, Instant",Yes
2094,C3,7/3/2004,Anchor Cheese,Cheese,Once Every 2-3 days,9,12,6 AM to 12 Noon,Yes,Instant,Yes
2095,C9,7/5/2004,Elephant House Chocolate Ice Cream,Ice Cream,Once Every 2-3 days,5,6,Anytime would do,Yes,Instant,Maybe
2096,C10,7/5/2004,Anchor Strawberry Yoghurt,Yoghurt,Once Every 2-3 days,4,6,6 AM to 12 Noon,Yes,"Postpaid, Instant",Yes
2097,C1,7/6/2004,Highland Cheese Spread,Cheese,Once Every 2-3 days,7,12,6 PM to 11 PM,Yes,Instant,Yes
2098,C6,7/7/2004,Highland Chocolate Flavoured Milk,HotChocolateMilk,Once Every 2-3 days,1,12,6 AM to 12 Noon,Yes,Instant,Yes
2099,C10,7/7/2004,Pelawatte Chocolate Ice Cream,Ice Cream,Once Every 2-3 days,1,24,6 AM to 12 Noon,No,Instant,Maybe
2100,C6,7/8/2004,Ambewela Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,5,24,6 AM to 12 Noon,Yes,Any would do,Yes
2101,C7,7/10/2004,Anchor Strawberry Yoghurt,Yoghurt,Once Every 2-3 days,1,6,6 AM to 12 Noon,Yes,"Postpaid, Instant",Yes
2102,C7,7/10/2004,Highland Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,7,24,6 AM to 12 Noon,Yes,Instant,Yes
2103,C2,7/11/2004,Ambewela Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,10,6,6 AM to 12 Noon,Yes,Prepaid,Maybe
2104,C10,7/11/2004,Pelawatte Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,7,6,Anytime would do,Yes,"Postpaid, Instant",Yes
2105,C2,7/12/2004,Ambewela Vanilla Flavoured Milk,ColdVannilaMilk,Once Every 2-3 days,4,12,Anytime would do,Yes,Instant,Yes
2106,C2,7/12/2004,Highland Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,7,6,6 AM to 12 Noon,Yes,Any would do,Yes
2107,C10,7/12/2004,Anchor Low Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,4,24,Anytime would do,No,Instant,Maybe
2108,C1,7/13/2004,Anchor Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,7,24,6 AM to 12 Noon,Yes,"Postpaid, Instant",Yes
2109,C10,7/13/2004,Elephant House Vanilla Ice Cream,Ice Cream,Once Every 2-3 days,6,6,6 AM to 12 Noon,Yes,Any would do,Yes
2110,C5,7/14/2004,Highland Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,10,12,6 AM to 12 Noon,No,"Postpaid, Instant",Maybe
2111,C9,7/14/2004,Highland Processed Cheese,Cheese,Once Every 2-3 days,8,24,6 PM to 11 PM,No,Instant,Maybe
2112,C8,7/15/2004,Anchor Low Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,8,12,6 AM to 12 Noon,No,Instant,Yes
2113,C5,7/17/2004,Milo,ColdChocolateMilk,Once Every 2-3 days,5,12,6 AM to 12 Noon,No,Instant,Maybe
2114,C3,7/18/2004,Ambewela Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,5,12,Anytime would do,Yes,Instant,Yes
2115,C2,7/18/2004,Pelawatter Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,2,24,6 AM to 12 Noon,Yes,Instant,Yes
2116,C3,7/19/2004,Anchor Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,10,6,6 AM to 12 Noon,No,Instant,Yes
2117,C3,7/19/2004,Anchor Butter,Butter,Once Every 2-3 days,5,12,6 AM to 12 Noon,No,Instant,Maybe
2118,C8,7/20/2004,Pelawatte Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,4,6,6 AM to 12 Noon,No,Instant,Maybe
2119,C3,7/21/2004,Ambewela Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,6,12,6 AM to 12 Noon,Maybe,Any would do,Maybe
2120,C5,7/21/2004,Pelawatte Non-Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,10,12,6 PM to 11 PM,Yes,Instant,Yes
2121,C10,7/22/2004,Anchor Low Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,6,12,6 AM to 12 Noon,Maybe,"Postpaid, Instant",Maybe
2122,C5,7/24/2004,Pelawatter Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,6,24,6 AM to 12 Noon,Maybe,"Postpaid, Instant",Maybe
2123,C6,7/26/2004,Ambewela Vanilla Flavoured Milk,ColdVannilaMilk,Once Every 2-3 days,8,6,6 AM to 12 Noon,Yes,"Postpaid, Instant",Yes
2124,C8,7/26/2004,Ambewela Cheese,Cheese,Once Every 2-3 days,10,12,Anytime would do,No,Instant,Yes
2125,C2,7/27/2004,Anchor Butter,Butter,Once Every 2-3 days,8,12,Anytime would do,Yes,Instant,Yes
2126,C10,7/27/2004,Elephant House Chocolate Ice Cream,Ice Cream,Once Every 2-3 days,7,24,6 AM to 12 Noon,Maybe,Any would do,Yes
2127,C6,7/28/2004,Anchor Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,7,24,6 AM to 12 Noon,Yes,Instant,Maybe
2128,C9,7/28/2004,Milo,HotChocolateMilk,Once Every 2-3 days,10,24,6 AM to 12 Noon,Yes,"Postpaid, Instant",Yes
2129,C10,7/28/2004,Highland House Cocolate Ice Cream,Ice Cream,Once Every 2-3 days,6,12,6 AM to 12 Noon,Yes,"Postpaid, Instant",Yes
2130,C3,7/29/2004,Highland Butter,Butter,Once Every 2-3 days,10,12,6 AM to 12 Noon,Yes,Instant,Yes
2131,C7,7/30/2004,Highland Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,4,6,6 AM to 12 Noon,Maybe,"Postpaid, Instant",Maybe
2132,C9,8/2/2004,Highland Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,5,24,Anytime would do,Yes,Instant,Yes
2133,C5,8/2/2004,Pelawatter Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,1,6,6 AM to 12 Noon,Yes,Instant,Yes
2134,C3,8/3/2004,Anchor Cheese,Cheese,Once Every 2-3 days,3,6,Anytime would do,Yes,Instant,Maybe
2135,C10,8/3/2004,Anchor Strawberry Yoghurt,Yoghurt,Once Every 2-3 days,4,6,6 PM to 11 PM,Maybe,Any would do,Yes
2136,C2,8/3/2004,Milo,ColdChocolateMilk,Once Every 2-3 days,3,24,Anytime would do,Maybe,Instant,Yes
2137,C2,8/6/2004,Highland Chocolate Flavoured Milk,HotChocolateMilk,Once Every 2-3 days,4,24,6 AM to 12 Noon,No,Instant,Yes
2138,C4,8/6/2004,Ambewela Cheese,Cheese,Once Every 2-3 days,4,12,6 PM to 11 PM,No,Instant,Yes
2139,C7,8/7/2004,Highland Vanilla Flavoured Milk,HotVannilaMilk,Once Every 2-3 days,5,12,Anytime would do,Yes,Prepaid,Yes
2140,C1,8/8/2004,Anchor Cheese,Cheese,Once Every 2-3 days,10,24,6 PM to 11 PM,Maybe,Instant,Yes
2141,C4,8/8/2004,Ambewela Cheese,Cheese,Once Every 2-3 days,10,12,6 AM to 12 Noon,Yes,"Postpaid, Instant",Maybe
2142,C7,8/8/2004,Anchor Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,1,6,6 AM to 12 Noon,Yes,Instant,Yes
2143,C6,8/9/2004,Pelawatte Non-Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,8,12,6 AM to 12 Noon,Yes,Prepaid,Maybe
2144,C7,8/11/2004,Highland Cheese Spread,Cheese,Once Every 2-3 days,6,6,6 AM to 12 Noon,No,Any would do,Yes
2145,C3,8/11/2004,Ambewela Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,7,12,6 AM to 12 Noon,Yes,Instant,Maybe
2146,C7,8/11/2004,Anchor Low Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,4,6,6 AM to 12 Noon,Yes,"Postpaid, Instant",Maybe
2147,C4,8/12/2004,Pelawatte Non-Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,8,24,Anytime would do,Yes,Prepaid,Yes
2148,C8,8/13/2004,Pelawatter Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,8,6,6 AM to 12 Noon,Yes,Any would do,Maybe
2149,C1,8/14/2004,Elephant House Chocolate Ice Cream,Ice Cream,Once Every 2-3 days,5,24,6 AM to 12 Noon,Yes,Prepaid,Yes
2150,C7,8/14/2004,Pelawatter Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,9,12,6 AM to 12 Noon,Maybe,Instant,Yes
2151,C3,8/14/2004,Anchor Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,8,12,Anytime would do,No,Instant,Maybe
2152,C1,8/14/2004,Highland House Vanilla Ice Cream,Ice Cream,Once Every 2-3 days,6,6,6 AM to 12 Noon,Yes,Instant,Yes
2153,C5,8/15/2004,Anchor Low Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,2,12,6 AM to 12 Noon,Maybe,Prepaid,Yes
2154,C4,8/16/2004,Pelawatter Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,10,24,6 AM to 12 Noon,Yes,Prepaid,Yes
2155,C5,8/17/2004,Anchor Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,6,6,6 PM to 11 PM,Yes,Any would do,Maybe
2156,C8,8/18/2004,Highland Butter,Butter,Once Every 2-3 days,5,6,6 AM to 12 Noon,Yes,"Postpaid, Instant",Maybe
2157,C6,8/18/2004,Anchor Butter,Butter,Once Every 2-3 days,7,24,6 AM to 12 Noon,Yes,Instant,Yes
2158,C3,8/19/2004,Ambewela Chocolate Flavoured Milk,HotChocolateMilk,Once Every 2-3 days,5,12,6 AM to 12 Noon,Maybe,Instant,Yes
2159,C8,8/20/2004,Pelawatte Non-Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,8,24,6 AM to 12 Noon,Yes,Prepaid,Yes
2160,C8,8/20/2004,Anchor Strawberry Yoghurt,Yoghurt,Once Every 2-3 days,5,6,6 AM to 12 Noon,Maybe,"Postpaid, Instant",Yes
2161,C3,8/20/2004,Highland Vanilla Flavoured Milk,HotVannilaMilk,Once Every 2-3 days,7,6,6 AM to 12 Noon,No,Prepaid,Yes
2162,C5,8/21/2004,Elephant House Vanilla Ice Cream,Ice Cream,Once Every 2-3 days,10,24,6 AM to 12 Noon,Yes,Instant,Yes
2163,C8,8/21/2004,Highland Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,1,24,6 AM to 12 Noon,Yes,"Postpaid, Instant",Maybe
2164,C2,8/22/2004,Milo,HotChocolateMilk,Once Every 2-3 days,1,12,Anytime would do,Yes,Prepaid,Maybe
2165,C5,8/22/2004,Anchor Cheese,Cheese,Once Every 2-3 days,5,24,6 AM to 12 Noon,No,Any would do,Yes
2166,C1,8/22/2004,Ambewela Vanilla Flavoured Milk,ColdVannilaMilk,Once Every 2-3 days,3,24,6 AM to 12 Noon,Maybe,Prepaid,Yes
2167,C3,8/22/2004,Ambewela Chocolate Flavoured Milk,ColdChocolateMilk,Once Every 2-3 days,6,24,6 AM to 12 Noon,Yes,Instant,Maybe
2168,C2,8/23/2004,Ambewela Cheese,Cheese,Once Every 2-3 days,9,12,6 AM to 12 Noon,Maybe,Instant,Yes
2169,C5,8/23/2004,Pelawatter Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,1,6,6 AM to 12 Noon,Yes,Instant,Yes
2170,C5,8/24/2004,Elephant House Chocolate Ice Cream,Ice Cream,Once Every 2-3 days,10,24,6 AM to 12 Noon,Yes,Instant,Yes
2171,C1,8/24/2004,Pelawatte Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,7,24,Anytime would do,Maybe,"Postpaid, Instant",Yes
2172,C7,8/24/2004,Anchor Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,10,6,6 PM to 11 PM,Yes,Instant,Yes
2173,C5,8/24/2004,Anchor Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,5,24,6 AM to 12 Noon,Yes,"Postpaid, Instant",Yes
2174,C8,8/25/2004,Pelawatter Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,1,6,6 AM to 12 Noon,Yes,Instant,Maybe
2175,C8,8/26/2004,Highland Chocolate Flavoured Milk,ColdChocolateMilk,Once Every 2-3 days,4,6,6 AM to 12 Noon,Maybe,Instant,Yes
2176,C6,8/26/2004,Highland House Vanilla Ice Cream,Ice Cream,Once Every 2-3 days,4,24,6 PM to 11 PM,Yes,Instant,Yes
2177,C8,8/28/2004,Ambewela Vanilla Flavoured Milk,ColdVannilaMilk,Once Every 2-3 days,3,12,6 AM to 12 Noon,Yes,"Postpaid, Instant",Yes
2178,C8,8/29/2004,Elephant House Chocolate Ice Cream,Ice Cream,Once Every 2-3 days,5,24,6 AM to 12 Noon,No,Instant,Maybe
2179,C4,8/29/2004,Elephant House Chocolate Ice Cream,Ice Cream,Once Every 2-3 days,1,6,6 AM to 12 Noon,Yes,Prepaid,Yes
2180,C1,8/29/2004,Ambewela Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,7,24,6 AM to 12 Noon,Yes,Instant,Yes
2181,C2,8/30/2004,Highland Vanilla Flavoured Milk,HotVannilaMilk,Once Every 2-3 days,7,12,6 AM to 12 Noon,Yes,Instant,Yes
2182,C5,9/1/2004,Highland Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,3,12,6 AM to 12 Noon,Yes,Prepaid,Yes
2183,C7,9/1/2004,Highland Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,10,12,6 AM to 12 Noon,Yes,Instant,Yes
2184,C1,9/2/2004,Pelawatter Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,7,6,6 AM to 12 Noon,No,"Postpaid, Instant",Maybe
2185,C10,9/2/2004,Anchor Cheese,Cheese,Once Every 2-3 days,7,24,6 AM to 12 Noon,No,Prepaid,Yes
2186,C5,9/2/2004,Milo,ColdChocolateMilk,Once Every 2-3 days,7,24,6 AM to 12 Noon,Maybe,Prepaid,Yes
2187,C3,9/3/2004,Elephant House Vanilla Ice Cream,Ice Cream,Once Every 2-3 days,2,24,Anytime would do,Yes,Instant,Maybe
2188,C3,9/4/2004,Highland House Cocolate Ice Cream,Ice Cream,Once Every 2-3 days,6,12,6 AM to 12 Noon,Yes,Instant,Yes
2189,C3,9/4/2004,Ambewela Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,5,12,6 AM to 12 Noon,Yes,Any would do,Yes
2190,C4,9/5/2004,Highland Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,5,24,6 AM to 12 Noon,Yes,Instant,Maybe
2191,C10,9/6/2004,Elephant House Vanilla Ice Cream,Ice Cream,Once Every 2-3 days,4,12,6 PM to 11 PM,Yes,Prepaid,Yes
2192,C9,9/7/2004,Anchor Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,9,12,Anytime would do,Yes,"Postpaid, Instant",Maybe
2193,C4,9/7/2004,Anchor Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,4,24,6 AM to 12 Noon,Yes,Instant,Yes
2194,C10,9/7/2004,Ambewela Chocolate Flavoured Milk,HotChocolateMilk,Once Every 2-3 days,4,24,6 AM to 12 Noon,Maybe,Instant,Maybe
2195,C9,9/8/2004,Elephant House Vanilla Ice Cream,Ice Cream,Once Every 2-3 days,3,12,Anytime would do,Maybe,Prepaid,Maybe
2196,C1,9/10/2004,Highland House Vanilla Ice Cream,Ice Cream,Once Every 2-3 days,6,12,6 PM to 11 PM,Maybe,Instant,Yes
2197,C10,9/10/2004,Ambewela Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,2,12,6 PM to 11 PM,Yes,Any would do,Maybe
2198,C8,9/11/2004,Elephant House Chocolate Ice Cream,Ice Cream,Once Every 2-3 days,4,6,6 AM to 12 Noon,Yes,Instant,Maybe
2199,C10,9/12/2004,Ambewela Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,10,12,6 AM to 12 Noon,Yes,Instant,Yes
2200,C2,9/12/2004,Highland Cheese Spread,Cheese,Once Every 2-3 days,1,6,6 AM to 12 Noon,Yes,Any would do,Maybe
2201,C5,9/12/2004,Highland Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,2,24,6 AM to 12 Noon,Yes,Instant,Yes
2202,C7,9/13/2004,Anchor Butter,Butter,Once Every 2-3 days,2,24,6 PM to 11 PM,Yes,Instant,Yes
2203,C6,9/13/2004,Pelawatte Chocolate Ice Cream,Ice Cream,Once Every 2-3 days,9,6,6 AM to 12 Noon,Maybe,Instant,Yes
2204,C2,9/13/2004,Highland Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,6,12,6 AM to 12 Noon,Yes,"Postpaid, Instant",Maybe
2205,C10,9/14/2004,Anchor Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,5,12,6 AM to 12 Noon,No,"Postpaid, Instant",Maybe
2206,C9,9/15/2004,Anchor Cheese,Cheese,Once Every 2-3 days,4,24,6 AM to 12 Noon,Yes,Instant,Maybe
2207,C4,9/16/2004,Pelawatte Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,1,24,Anytime would do,Yes,Instant,Yes
2208,C9,9/16/2004,Highland Processed Cheese,Cheese,Once Every 2-3 days,2,6,6 AM to 12 Noon,Yes,Prepaid,Yes
2209,C9,9/16/2004,Pelawatter Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,4,24,6 AM to 12 Noon,Yes,Instant,Maybe
2210,C2,9/17/2004,Pelawatte Chocolate Ice Cream,Ice Cream,Once Every 2-3 days,9,24,Anytime would do,Yes,Instant,Yes
2211,C6,9/18/2004,Highland Vanilla Flavoured Milk,HotVannilaMilk,Once Every 2-3 days,1,24,6 AM to 12 Noon,Yes,Instant,Yes
2212,C4,9/18/2004,Elephant House Chocolate Ice Cream,Ice Cream,Once Every 2-3 days,2,24,6 AM to 12 Noon,No,Prepaid,Yes
2213,C10,9/20/2004,Anchor Low Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,2,6,6 PM to 11 PM,Maybe,Any would do,Yes
2214,C3,9/21/2004,Ambewela Cheese,Cheese,Once Every 2-3 days,8,6,6 PM to 11 PM,Yes,Prepaid,Maybe
2215,C6,9/22/2004,Ambewela Cheese,Cheese,Once Every 2-3 days,8,24,6 PM to 11 PM,Maybe,Instant,Yes
2216,C5,9/24/2004,Pelawatter Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,9,24,6 AM to 12 Noon,No,Any would do,Yes
2217,C7,9/24/2004,Highland Butter,Butter,Once Every 2-3 days,5,12,6 PM to 11 PM,Yes,"Postpaid, Instant",Maybe
2218,C8,9/25/2004,Ambewela Cheese,Cheese,Once Every 2-3 days,9,24,6 AM to 12 Noon,Yes,"Postpaid, Instant",Maybe
2219,C9,9/25/2004,Ambewela Chocolate Flavoured Milk,HotChocolateMilk,Once Every 2-3 days,7,6,6 AM to 12 Noon,Yes,Prepaid,Yes
2220,C7,9/26/2004,Anchor Low Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,5,12,6 AM to 12 Noon,Yes,Instant,Yes
2221,C3,9/27/2004,Highland Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,2,6,Anytime would do,Yes,Prepaid,Maybe
2222,C7,9/28/2004,Highland Vanilla Flavoured Milk,ColdVannilaMilk,Once Every 2-3 days,8,6,6 AM to 12 Noon,Yes,Prepaid,Yes
2223,C8,9/28/2004,Elephant House Chocolate Ice Cream,Ice Cream,Once Every 2-3 days,1,6,6 PM to 11 PM,Yes,Instant,Yes
2224,C10,9/29/2004,Highland House Cocolate Ice Cream,Ice Cream,Once Every 2-3 days,7,6,6 AM to 12 Noon,Maybe,Any would do,Maybe
2225,C4,9/30/2004,Highland Non-Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,5,6,6 AM to 12 Noon,Yes,Prepaid,Maybe
2226,C10,9/30/2004,Pelawatte Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,2,24,6 AM to 12 Noon,No,"Postpaid, Instant",Yes
2227,C8,10/2/2004,Elephant House Vanilla Ice Cream,Ice Cream,Once Every 2-3 days,10,12,6 AM to 12 Noon,Yes,Instant,Yes
2228,C9,10/3/2004,Elephant House Chocolate Ice Cream,Ice Cream,Once Every 2-3 days,3,6,Anytime would do,Yes,Instant,Yes
2229,C7,10/3/2004,Highland Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,10,12,6 AM to 12 Noon,No,Instant,Yes
2230,C6,10/4/2004,Anchor Low Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,2,12,6 AM to 12 Noon,Yes,Instant,Maybe
2231,C4,10/4/2004,Anchor Butter,Butter,Once Every 2-3 days,1,6,6 AM to 12 Noon,Yes,Instant,Maybe
2232,C4,10/4/2004,Elephant House Chocolate Ice Cream,Ice Cream,Once Every 2-3 days,8,12,Anytime would do,Yes,"Postpaid, Instant",Maybe
2233,C7,10/6/2004,Highland Non-Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,10,6,6 AM to 12 Noon,Yes,Instant,Maybe
2234,C8,10/6/2004,Ambewela Vanilla Flavoured Milk,HotVannilaMilk,Once Every 2-3 days,8,6,6 AM to 12 Noon,Yes,"Postpaid, Instant",Yes
2235,C4,10/6/2004,Pelawatter Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,6,12,6 AM to 12 Noon,Yes,"Postpaid, Instant",Maybe
2236,C6,10/8/2004,Ambewela Vanilla Flavoured Milk,ColdVannilaMilk,Once Every 2-3 days,6,24,6 PM to 11 PM,Yes,Instant,Yes
2237,C7,10/8/2004,Highland House Vanilla Ice Cream,Ice Cream,Once Every 2-3 days,6,24,6 AM to 12 Noon,Yes,"Postpaid, Instant",Maybe
2238,C6,10/8/2004,Milo,ColdChocolateMilk,Once Every 2-3 days,4,6,6 AM to 12 Noon,Yes,Any would do,Yes
2239,C10,10/9/2004,Pelawatte Chocolate Ice Cream,Ice Cream,Once Every 2-3 days,8,24,Anytime would do,Yes,Instant,Yes
2240,C4,10/9/2004,Highland House Cocolate Ice Cream,Ice Cream,Once Every 2-3 days,10,12,6 AM to 12 Noon,Yes,Instant,Yes
2241,C1,10/10/2004,Highland Non-Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,2,6,Anytime would do,Maybe,Prepaid,Yes
2242,C6,10/11/2004,Anchor Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,2,24,Anytime would do,Yes,Any would do,Yes
2243,C7,10/12/2004,Ambewela Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,10,24,6 PM to 11 PM,Yes,Instant,Maybe
2244,C1,10/12/2004,Anchor Strawberry Yoghurt,Yoghurt,Once Every 2-3 days,4,12,6 PM to 11 PM,Yes,Prepaid,Yes
2245,C3,10/12/2004,Pelawatter Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,1,24,6 PM to 11 PM,No,Instant,Yes
2246,C10,10/12/2004,Pelawatte Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,1,12,6 AM to 12 Noon,Yes,Instant,Maybe
2247,C2,10/13/2004,Pelawatte Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,2,6,6 AM to 12 Noon,Maybe,Prepaid,Yes
2248,C2,10/13/2004,Highland Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,1,12,6 AM to 12 Noon,Yes,Instant,Yes
2249,C4,10/13/2004,Highland Chocolate Flavoured Milk,HotChocolateMilk,Once Every 2-3 days,5,24,6 PM to 11 PM,Yes,"Postpaid, Instant",Yes
2250,C4,10/14/2004,Ambewela Chocolate Flavoured Milk,HotChocolateMilk,Once Every 2-3 days,4,6,6 AM to 12 Noon,Maybe,Instant,Yes
2251,C2,10/14/2004,Anchor Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,3,24,6 AM to 12 Noon,Yes,"Postpaid, Instant",Maybe
2252,C2,10/14/2004,Highland Non-Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,6,6,6 AM to 12 Noon,Yes,Instant,Maybe
2253,C8,10/15/2004,Highland Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,1,6,6 PM to 11 PM,No,"Postpaid, Instant",Yes
2254,C2,10/17/2004,Highland Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,8,24,6 AM to 12 Noon,Maybe,Any would do,Maybe
2255,C5,10/17/2004,Pelawatter Vanilla Yoghurt,Yoghurt,Once Every 2-3 days,6,24,6 PM to 11 PM,Yes,Prepaid,Yes
2256,C6,10/17/2004,Anchor Strawberry Yoghurt,Yoghurt,Once Every 2-3 days,6,12,Anytime would do,Maybe,Instant,Yes
2257,C9,10/18/2004,Pelawatte Chocolate Ice Cream,Ice Cream,Once Every 2-3 days,4,24,Anytime would do,Yes,Instant,Maybe
2258,C2,10/18/2004,Anchor Low Fat Milk Powder,NonFatMilkPowder,Once Every 2-3 days,7,24,6 PM to 11 PM,Yes,Prepaid,Yes
2259,C7,10/19/2004,Pelawatte Chocolate Ice Cream,Ice Cream,Once Every 2-3 days,3,24,6 AM to 12 Noon,Yes,Instant,Yes
2260,C2,10/20/2004,Pelawatte Chocolate Ice Cream,Ice Cream,Once Every 2-3 days,10,6,6 AM to 12 Noon,Yes,Instant,Yes
2261,C3,10/21/2004,Anchor Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,9,12,6 AM to 12 Noon,Maybe,"Postpaid, Instant",Yes
2262,C2,10/22/2004,Ambewela Cheese,Cheese,Once Every 2-3 days,7,6,Anytime would do,Maybe,Instant,Yes
2263,C1,10/22/2004,Highland Vanilla Flavoured Milk,HotVannilaMilk,Once Every 2-3 days,1,12,6 PM to 11 PM,Yes,Any would do,Yes
2264,C6,10/23/2004,Elephant House Chocolate Ice Cream,Ice Cream,Once Every 2-3 days,1,24,6 AM to 12 Noon,Maybe,Instant,Maybe
2265,C7,10/25/2004,Highland Cheese Spread,Cheese,Once Every 2-3 days,4,12,6 PM to 11 PM,Maybe,"Postpaid, Instant",Maybe
2266,C10,10/26/2004,Highland Full Cream Milk Powder,CreamMilkPowder,Once Every 2-3 days,8,24,Anytime would do,Yes,"Postpaid, Instant",Yes
